starttime	seconds	ctime	dtime	ttime	wait
Wed Nov 19 19:39:34 2014	1416406174	0	330	330	329
Wed Nov 19 19:39:36 2014	1416406176	0	330	330	328
Wed Nov 19 19:39:36 2014	1416406176	0	330	330	327
Wed Nov 19 19:39:35 2014	1416406175	0	330	330	325
Wed Nov 19 19:39:36 2014	1416406176	0	330	330	324
Wed Nov 19 19:39:34 2014	1416406174	0	330	330	328
Wed Nov 19 19:39:34 2014	1416406174	0	330	330	330
Wed Nov 19 19:39:36 2014	1416406176	0	330	330	321
Wed Nov 19 19:39:34 2014	1416406174	0	331	331	326
Wed Nov 19 19:39:36 2014	1416406176	0	331	331	327
Wed Nov 19 19:39:36 2014	1416406176	0	331	331	328
Wed Nov 19 19:39:34 2014	1416406174	0	331	331	329
Wed Nov 19 19:39:36 2014	1416406176	0	331	331	328
Wed Nov 19 19:39:34 2014	1416406174	0	331	331	328
Wed Nov 19 19:39:34 2014	1416406174	0	331	331	329
Wed Nov 19 19:39:36 2014	1416406176	0	331	331	323
Wed Nov 19 19:39:34 2014	1416406174	0	331	331	327
Wed Nov 19 19:39:34 2014	1416406174	0	331	331	328
Wed Nov 19 19:39:36 2014	1416406176	0	331	331	326
Wed Nov 19 19:39:36 2014	1416406176	0	331	332	321
Wed Nov 19 19:39:34 2014	1416406174	0	332	332	329
Wed Nov 19 19:39:36 2014	1416406176	0	332	332	329
Wed Nov 19 19:39:34 2014	1416406174	0	332	332	327
Wed Nov 19 19:39:34 2014	1416406174	0	332	332	327
Wed Nov 19 19:39:34 2014	1416406174	0	332	332	328
Wed Nov 19 19:39:34 2014	1416406174	0	332	332	328
Wed Nov 19 19:39:34 2014	1416406174	0	332	332	323
Wed Nov 19 19:39:35 2014	1416406175	0	332	332	327
Wed Nov 19 19:39:34 2014	1416406174	0	332	332	329
Wed Nov 19 19:39:36 2014	1416406176	0	332	332	330
Wed Nov 19 19:39:34 2014	1416406174	0	332	332	330
Wed Nov 19 19:39:34 2014	1416406174	0	332	332	326
Wed Nov 19 19:39:34 2014	1416406174	0	333	333	324
Wed Nov 19 19:39:36 2014	1416406176	0	333	333	328
Wed Nov 19 19:39:34 2014	1416406174	0	333	333	328
Wed Nov 19 19:39:34 2014	1416406174	0	333	333	329
Wed Nov 19 19:39:34 2014	1416406174	0	333	333	329
Wed Nov 19 19:39:34 2014	1416406174	0	333	333	332
Wed Nov 19 19:39:34 2014	1416406174	0	333	333	331
Wed Nov 19 19:39:34 2014	1416406174	0	333	333	330
Wed Nov 19 19:39:34 2014	1416406174	0	333	334	331
Wed Nov 19 19:39:34 2014	1416406174	0	333	334	327
Wed Nov 19 19:39:34 2014	1416406174	0	334	334	331
Wed Nov 19 19:39:34 2014	1416406174	0	334	334	329
Wed Nov 19 19:39:36 2014	1416406176	0	334	334	329
Wed Nov 19 19:39:35 2014	1416406175	0	334	334	323
Wed Nov 19 19:39:36 2014	1416406176	0	334	334	327
Wed Nov 19 19:39:34 2014	1416406174	0	334	334	329
Wed Nov 19 19:39:35 2014	1416406175	0	334	334	328
Wed Nov 19 19:39:34 2014	1416406174	0	334	334	330
Wed Nov 19 19:39:36 2014	1416406176	0	334	334	330
Wed Nov 19 19:39:34 2014	1416406174	0	334	334	326
Wed Nov 19 19:39:36 2014	1416406176	0	334	334	330
Wed Nov 19 19:39:36 2014	1416406176	0	335	335	329
Wed Nov 19 19:39:36 2014	1416406176	0	335	335	327
Wed Nov 19 19:39:36 2014	1416406176	0	335	335	328
Wed Nov 19 19:39:36 2014	1416406176	0	335	335	330
Wed Nov 19 19:39:34 2014	1416406174	0	335	335	329
Wed Nov 19 19:39:34 2014	1416406174	0	335	335	331
Wed Nov 19 19:39:36 2014	1416406176	0	335	335	330
Wed Nov 19 19:39:34 2014	1416406174	0	336	336	330
Wed Nov 19 19:39:34 2014	1416406174	0	336	336	327
Wed Nov 19 19:39:34 2014	1416406174	0	337	337	335
Wed Nov 19 19:39:34 2014	1416406174	0	338	338	330
Wed Nov 19 19:39:34 2014	1416406174	0	339	339	333
Wed Nov 19 19:39:34 2014	1416406174	0	339	339	331
Wed Nov 19 19:39:34 2014	1416406174	0	340	340	337
